photo_id,photo_url,photo_image_url,exif_camera_make,exif_camera_model,exif_iso,exif_focal_length,exif_aperture_value,exif_exposure_time,photo_width,photo_height,photo_aspect_ratio,orientation
zcvWUNrmPBQ,https://unsplash.com/photos/zcvWUNrmPBQ,https://images.unsplash.com/photo-1539448455561-25e1e5821f70,Hasselblad,L1D-20c,100,10.3,5.6,1/400,5472,3648,1.5,1
ISC4U66d8Lw,https://unsplash.com/photos/ISC4U66d8Lw,https://images.unsplash.com/photo-1532096551065-3e5523d778e0,,,,,,,2666,4000,0.67,0
_lOoI52WPPc,https://unsplash.com/photos/_lOoI52WPPc,https://images.unsplash.com/photo-1530088789767-c32d73503c46,,,,,,,2048,3072,0.67,0
ACt8ycSzpdE,https://unsplash.com/photos/ACt8ycSzpdE,https://images.unsplash.com/photo-1518005020951-eccb494ad742,Apple,iPhone X,20,4,1.8,1/358,2965,3783,0.78,0
lKkLmtZ5EHs,https://unsplash.com/photos/lKkLmtZ5EHs,https://images.unsplash.com/photo-1532247502237-3ebb6e1770b7,Canon,Canon EOS 6D,100,85,1.8,1/3000,3648,5472,0.67,0
C9VxL-OtUt8,https://unsplash.com/photos/C9VxL-OtUt8,https://images.unsplash.com/photo-1527800900213-3b046048df6f,FUJIFILM,X-T2,200,24,9,1/220,4000,5000,0.8,0
7lUDryZFbbE,https://unsplash.com/photos/7lUDryZFbbE,https://images.unsplash.com/photo-1457347876270-97799484c564,,,,,,,6016,4016,1.5,1
DL6-AbPHoQs,https://unsplash.com/photos/DL6-AbPHoQs,https://images.unsplash.com/photo-1579008578822-5c9a58b4d8b2,NIKON CORPORATION,NIKON D3000,560,18,3.5,1/30,2592,3178,0.82,0
k_NkqIaRhro,https://unsplash.com/photos/k_NkqIaRhro,https://images.unsplash.com/photo-1462278622651-830cfd7e1f08,,,,,,,3632,2431,1.49,1
GQSPqzif4uE,https://unsplash.com/photos/GQSPqzif4uE,https://images.unsplash.com/photo-1492374740375-ed9db793e15f,Canon,Canon EOS 750D,200,24,4.5,1/1000,3858,4823,0.8,0
LWQ0BVih3Tg,https://unsplash.com/photos/LWQ0BVih3Tg,https://images.unsplash.com/photo-1564756885597-f30768b422b4,Apple,iPhone X,16,6,2.4,1/640,2887,3849,0.75,0
eAQjV3mzCkY,https://unsplash.com/photos/eAQjV3mzCkY,https://images.unsplash.com/photo-1492500710956-421b0f5ec023,Apple,iPhone 5,50,4.1,2.4,1/1808,2176,3264,0.67,0
p7XocVlPUyg,https://unsplash.com/photos/p7XocVlPUyg,https://images.unsplash.com/photo-1582136621332-8de1de1bcc5b,Canon,Canon EOS 5D Mark II,640,100,4,1/200,5616,3744,1.5,1
spFEcG9zoD4,https://unsplash.com/photos/spFEcG9zoD4,https://images.unsplash.com/photo-1595704277873-94de82f4645d,Canon,Canon EOS 5D Mark III,100,50,11,1/800,5287,3525,1.5,1
1kqqPKhn0a4,https://unsplash.com/photos/1kqqPKhn0a4,https://images.unsplash.com/photo-1552346652-8e3d1cd8490c,Canon,Canon EOS DIGITAL REBEL XTi,100,80,22,1/50,3888,2592,1.5,1
cMr19bJU1uY,https://unsplash.com/photos/cMr19bJU1uY,https://images.unsplash.com/photo-1531311369323-680fda87a36e,SONY,ILCE-7RM3,100,85,1.4,1/400,5304,7952,0.67,0
inHGrOADoVc,https://unsplash.com/photos/inHGrOADoVc,https://images.unsplash.com/photo-1557382458-cf5210c4b57a,,,,,,,4000,2668,1.5,1
UvgzVZimyWU,https://unsplash.com/photos/UvgzVZimyWU,https://images.unsplash.com/photo-1438824086897-500332bf6e9b,NORITSU KOKI,QSS-32_33,,,,,3091,2048,1.51,1
pYyOZ8q7AII,https://unsplash.com/photos/pYyOZ8q7AII,https://images.unsplash.com/photo-1432958576632-8a39f6b97dc7,,,,,,,5984,3979,1.5,1
TZ7Ei8VdkXg,https://unsplash.com/photos/TZ7Ei8VdkXg,https://images.unsplash.com/photo-1577482573081-b4dc7e3179ef,Canon,Canon EOS R,200,24,4,1/125,4000,2676,1.49,1
ZHW1qo-VRXM,https://unsplash.com/photos/ZHW1qo-VRXM,https://images.unsplash.com/photo-1483480798629-0a045ab9acdb,,,,,,,4608,3072,1.5,1
6bUmlGstym8,https://unsplash.com/photos/6bUmlGstym8,https://images.unsplash.com/photo-1512907819289-143573530514,Canon,Canon EOS 80D,400,35,3.2,1/1000,6000,4000,1.5,1
--Tn3E5ZtfQ,https://unsplash.com/photos/--Tn3E5ZtfQ,https://images.unsplash.com/photo-1530075430575-bd9b0fc83fe1,Canon,Canon EOS 60D,200,50,2,1/250,4550,3033,1.5,1
M34IAftLLsY,https://unsplash.com/photos/M34IAftLLsY,https://images.unsplash.com/photo-1580150674494-d5f0682cee6f,Canon,Canon EOS 6D,100,129,5,1/1000,5472,3648,1.5,1
7WaKibxir18,https://unsplash.com/photos/7WaKibxir18,https://images.unsplash.com/photo-1534348314648-fa85a4e8955f,Canon,Canon EOS 5D Mark III,800,35,1.8,1/2500,5760,3840,1.5,1
A0U9EMwvkXs,https://unsplash.com/photos/A0U9EMwvkXs,https://images.unsplash.com/photo-1427806208781-b36531cb09ef,SONY,SLT-A65V,400,18,5,30,6000,4000,1.5,1
sG128uJZdMU,https://unsplash.com/photos/sG128uJZdMU,https://images.unsplash.com/photo-1486895756674-b48b9b2eacf3,Canon,Canon EOS 700D,400,40,4,1/20,4096,2731,1.5,1
RJ_zZKgKrog,https://unsplash.com/photos/RJ_zZKgKrog,https://images.unsplash.com/photo-1568751302461-fc6f40fa9382,NIKON CORPORATION,NIKON D5200,320,22,8,1/100,2811,4217,0.67,0
ypibB9C-W2E,https://unsplash.com/photos/ypibB9C-W2E,https://images.unsplash.com/photo-1567783943140-3428283518c4,Canon,Canon EOS 5D Mark IV,100,200,4,1/125,4405,5506,0.8,0
ypl5fG5fZsM,https://unsplash.com/photos/ypl5fG5fZsM,https://images.unsplash.com/photo-1518155852009-65246ff44395,Canon,Canon EOS REBEL T5,400,50,1.8,1/2500,3456,5184,0.67,0
8WClaa1CmZ0,https://unsplash.com/photos/8WClaa1CmZ0,https://images.unsplash.com/39/IKMsqwyaR6qN0kq48STw_annapurna.jpg,SAMSUNG,NX1000,400,16,2.4,30,4884,3256,1.5,1
JSwRr9BPIjA,https://unsplash.com/photos/JSwRr9BPIjA,https://images.unsplash.com/photo-1443319795269-ff010092c40d,NIKON CORPORATION,NIKON D300,200,18,10,25,4288,2848,1.51,1
aw6UewokOIo,https://unsplash.com/photos/aw6UewokOIo,https://images.unsplash.com/photo-1461988366670-48e401bafb0a,NIKON CORPORATION,NIKON D4S,1800,50,1.8,1/50,4000,2662,1.5,1
kVwPcYo1Z3I,https://unsplash.com/photos/kVwPcYo1Z3I,https://images.unsplash.com/photo-1569817365628-b39fa699b7ba,FUJIFILM,X-H1,100,16,5.6,1/15,4000,6000,0.67,0
5zWj7K_QVos,https://unsplash.com/photos/5zWj7K_QVos,https://images.unsplash.com/photo-1542491706-26d22fcda7df,NIKON CORPORATION,NIKON D5200,800,40,4.5,1/6,2409,3610,0.67,0
Wccwoigp1ag,https://unsplash.com/photos/Wccwoigp1ag,https://images.unsplash.com/photo-1550850587-cd99d1b19677,Panasonic,DMC-GM1,200,83,8,1/2500,4592,3064,1.5,1
IOkL3ZqAapM,https://unsplash.com/photos/IOkL3ZqAapM,https://images.unsplash.com/photo-1576280314498-31e7c48bba8c,Canon,Canon EOS 5D Mark IV,2000,56,2.8,1/100,1861,2792,0.67,0
pBrHNFqcX-M,https://unsplash.com/photos/pBrHNFqcX-M,https://images.unsplash.com/photo-1503221507150-dcb5a13416ca,SAMSUNG,NX30,800,45,1.8,1/5,3888,2592,1.5,1
1q4L_wsIZuo,https://unsplash.com/photos/1q4L_wsIZuo,https://images.unsplash.com/photo-1587588354456-ae376af71a25,SONY,ILCE-7M2,250,16,16,1/40,3072,2048,1.5,1
ooJi3CJQRa8,https://unsplash.com/photos/ooJi3CJQRa8,https://images.unsplash.com/photo-1439723680580-bfd9d28ef9b6,Canon,Canon EOS 7D,100,28,6.3,1/320,3500,2333,1.5,1
70mSnRb0KZU,https://unsplash.com/photos/70mSnRb0KZU,https://images.unsplash.com/photo-1598112152963-535bfc3596f4,,,,,,,5616,3744,1.5,1
aAQwxN-EOUI,https://unsplash.com/photos/aAQwxN-EOUI,https://images.unsplash.com/photo-1459197648846-52de5e4d1e9a,Canon,Canon EOS 5D Mark II,100,200,4.5,1/500,5616,3744,1.5,1
qQWcD3bPFYs,https://unsplash.com/photos/qQWcD3bPFYs,https://images.unsplash.com/photo-1482987001459-9c8a37b21dd3,NORITSU KOKI,QSS-32_33,,,,,3088,2048,1.51,1
OSwea3yxjT0,https://unsplash.com/photos/OSwea3yxjT0,https://images.unsplash.com/photo-1492683513054-55277abccd99,Canon,Canon EOS 7D,125,50,2.5,1/320,5184,3456,1.5,1
0ZQ8vojHNuc,https://unsplash.com/photos/0ZQ8vojHNuc,https://images.unsplash.com/photo-1515890435782-59a5bb6ec191,SONY,ILCE-6500,160,30,1.4,1/160,6000,4000,1.5,1
tTjspeLiy1M,https://unsplash.com/photos/tTjspeLiy1M,https://images.unsplash.com/photo-1584079797523-69256c98e107,Canon,Canon EOS 5D Mark III,100,24,2.8,1/800,5611,3741,1.5,1
ar2F6xmKgFI,https://unsplash.com/photos/ar2F6xmKgFI,https://images.unsplash.com/photo-1555091674-5b089c492143,NIKON CORPORATION,NIKON D750,100,95,4,1/640,3595,2400,1.5,1
