photo_id,exif_camera_make,exif_camera_model,exif_iso,exif_focal_length,exif_aperture_value,exif_exposure_time,orientation
07hvfiAscb8,SONY,ILCE-7R,100,72,8,1/250,1
x8PAcYN9lHI,Canon,Canon EOS 7D,640,176,5,1/3200,1
TITPpNGxVt8,NIKON CORPORATION,NIKON D800,100,24,11,1/5,1
-S7QOoudef0,Nikon,D7500,800,952,,300,1
UXN3vPt8Wbk,SONY,ILCE-7,50,45,6.3,1/640,1
3cq6kDeKlbQ,SONY,ILCE-7M2,400,50,2,1/250,0
dGIfygn2_DI,SONY,DSLR-A330,,18,8,1/60,0
o9qVQKUa3w4,,,,,,,0
uA2Yv2h6TSU,"RICOH IMAGING COMPANY, LTD.",PENTAX 645Z,400,55,2.8,1/1000,0
59drqR6Xr9Y,Canon,Canon EOS 5D,400,200,4,1/125,1
cOVcbr8zf80,SONY,ILCE-7M2,800,66,5.6,1/80,1
R7wKX2VhpDA,Canon,Canon EOS 6D,100,35,2,1/1000,1
1pSMmxaCacM,NIKON CORPORATION,NIKON D3300,100,55,5.6,1/1600,0
O95wqeON_9A,DJI,FC1102,100,4.5,2.6,1/1250,0
NAHa3Wezfmw,NIKON CORPORATION,NIKON D90,1000,300,5.6,1/250,1
IClZkw4UhRA,OLYMPUS CORPORATION,E-M10 Mark III,1600,150,5.6,1/250,0
rStsi73WjUA,Canon,Canon EOS 5D Mark IV,125,24,4.5,1/800,0
qLi9OS1DvWw,DJI,FC2204,100,4.4,2.8,1/160,1
2Ex4vWs2R8c,Leica Camera AG,LEICA M10-P,400,35,2,1/30,0
zwAevXBnEN0,SONY,ILCE-7M3,500,70,5.6,1/125,1
7qvdXt3egso,SONY,ILCE-7RM3,250,75,3.5,1/800,1
A7v5KWxnKQA,SONY,ILCE-6000,200,36,5.6,1/160,1
UUmNmclZ1SA,Leica Camera AG,LEICA M10-P,2000,35,4.8,1/45,1
3D1ExKTAEvA,Canon,Canon EOS M6,400,50,1.8,1/200,1
12yMNjdgoXs,Canon,Canon EOS 5D Mark III,100,50,3.2,1/320,0
5EABoJYaYvk,,,,,,,0
S3hE-LN5Gzk,DJI,FC220,100,4.7,2.2,1/1600,1
29O0y3DXgbg,NIKON CORPORATION,NIKON D800,100,50,1.4,1/100,1
fc81Eaw-nKQ,SONY,ILCE-6300,1000,,,15,0
VGkq_um-IdE,Canon,Canon EOS 5D Mark III,100,32,7.1,1/160,1
dNEBkBW9KWU,Apple,iPhone XS,25,4.2,1.8,1/1043,1
uHXvkxCft7Y,Canon,Canon EOS 6D Mark II,250,50,1.8,1/4000,0
AllEP6K_TAg,Canon,Canon EOS 6D Mark II,800,50,2.5,1/80,0
cktt9hr5Tkg,Canon,Canon EOS 5D Mark II,400,200,3.5,1/250,1
xq778lLN5No,Canon,Canon EOS 6D Mark II,100,35,1.6,1/4000,1
QqB1LtMS9ok,NIKON CORPORATION,NIKON D800E,100,34,6.3,1/1250,0
18vI43rNF7o,DJI,FC220,100,4.7,2.2,1/125,0
wD51R3gKMvs,Apple,iPhone X,16,6,2.4,1/900,0
cyUo1MGv-4I,SONY,ILCE-7M2,50,35,1.8,1/500,0
EJxDeY-iT8A,NIKON CORPORATION,NIKON D7200,100,35,1.8,1/8000,0
o9dMfwEbwBg,Canon,Canon EOS 5D Mark II,100,28,16,1/10,1
Qf3qxh6g_Ac,NIKON CORPORATION,NIKON D7100,200,34,5.6,1/250,0
fmRFpOdrIng,NIKON CORPORATION,NIKON D850,64,20,1.6,1/800,1
eh2Jy0S5RgE,SONY,ILCE-7M2,100,24,6.3,1/400,0
dYh0sZ1D05M,SONY,DSLR-A700,200,105,3.2,1/5000,0
KGKnsy2mAMs,NIKON CORPORATION,NIKON D5300,100,50,1.8,1/4000,1
HrckN1x-nNo,Canon,Canon EOS 5D Mark III,100,24,1.4,1/1000,1
Ho6QQfohuYA,Canon,Canon EOS 6D Mark II,160,50,5.6,1/100,0
bpIyUMGPH1A,Canon,Canon EOS 5D Mark II,100,24,2.8,1/2000,0
xd0g61tGBgc,Canon,Canon EOS 6D,100,35,1.4,1/3200,0
deusjnAYb4I,Canon,Canon EOS 1300D,400,18,3.5,1/3200,1
ybz1owf884E,DJI,FC330,100,3.6,2.8,1/500,1
79RuacUiXUI,Canon,Canon EOS 6D,100,50,2,1/4000,1
OdMK8m5G8qk,Canon,Canon EOS 6D Mark II,100,50,2,1/1250,0
LRayx4TWgYg,NIKON CORPORATION,NIKON D3200,100,56,6.3,1/160,1
jyI3-xkzETM,Canon,Canon EOS 600D,100,21,10,1/250,1
rWq8f9QHDkQ,,,,,,,1
iOnJL4UmpTU,Canon,Canon EOS 6D,50,35,2,1/200,1
qfi4bEHYhOA,motorola,XT1635-02,64,4.7,2,1/1352,0
_m7i89Km880,SONY,ILCE-7M3,400,24,13,1/160,0
mFkhqZFo8mw,Canon,Canon EOS 6D,400,50,1.8,1/320,1
KX_CP9nVU-s,,,,,,,1
LSIH1dOKn-4,Canon,Canon EOS 5D Mark II,800,200,3.5,1/200,1
dqGZoy03ocE,Canon,Canon EOS-1D X Mark II,100,21,4,1/400,0
9kW2kO3q2i4,Canon,Canon EOS 40D,200,24,2.8,1/800,1
WvzhI-31ku0,Canon,Canon EOS 40D,400,70,5.6,1/250,1
Yvrw7Lb98FE,SONY,ILCE-7M2,100,50,2,1/8000,0
KHTN7BtUPhM,Panasonic,DMC-GX8,1600,246,6.4,1/800,1
B6mK7FNvC24,SONY,ILCE-7M2,100,28,4,1/320,1
j1F-WyKgr28,,,,,,,0
tUjG--iZvdY,Canon,Canon EOS 700D,400,55,4,1/500,1
hoBkrQfLLog,DJI,FC6310,100,8.8,5.6,1/80,1
nDZdzlakTiQ,SONY,ILCE-6000,160,16,5.6,1/250,0
PrxkLnOd7VQ,SONY,ILCE-6300,160,35,3.5,1/4000,1
4yzDJjewBZ4,Canon,Canon EOS-1D X Mark II,125,200,2.8,1/500,0
JY21kYWBsgk,Canon,Canon EOS 5D Mark II,100,24,22,1/4,0
tdWNELsQSmE,Canon,Canon EOS 700D,400,50,1.8,1/60,0
xX9r2xULy7s,SONY,ILCE-7M3,320,116,2.8,1/2000,1
SJNkYXNcfyI,Canon,Canon EOS 5D Mark IV,250,70,2.8,1/320,1
EdlNaRhg9ik,Panasonic,DC-GH5,200,43,1.2,1/2000,1
PT-fO4LO8pQ,Canon,Canon EOS 6D,800,50,1.8,1/100,0
jwbLorj4p-g,FUJIFILM,X-T3,160,34.2,2.8,1/1400,1
0BZlxflMHJ8,NIKON,COOLPIX L830,125,28.7,5.1,1/640,1
cbXqMA6anQU,Panasonic,DC-GX9,200,43,1.7,1/400,0
oMdTsi8R1wM,Canon,Canon EOS Kiss X7i,100,50,3.2,1/640,1
CJ_9I6aXSnc,Nikon,D5500,3200,55,5.6,1/120,1
Sfs_64L9UHE,,,,,,,0
AGloOxeAaDg,SONY,ILCE-7M3,100,70,5,1/500,1
lckTrojViao,Canon,Canon EOS 6D Mark II,100,50,2.5,1/160,0
NFfseZrqZ6o,,EOS 5D Mark III,320,35,1.4,1/3200,0
iY8qBtToC0o,SONY,ILCE-7M2,3200,45,4.5,1/30,1
mOLet_-xn2M,NIKON CORPORATION,NIKON Z 6,640,600,8,1/320,0
hjHGCKy3ahQ,OLYMPUS CORPORATION,E-M1MarkII,250,22,4.5,1/60,1
tOng9unHvxQ,OLYMPUS CORPORATION,E-M1MarkII,200,18,4,5,1
8LPgWfHgcMg,Canon,Canon EOS 5D Mark IV,400,11,7.1,1/50,0
qPPWNeFVLFQ,,,,,,,0
dUgdsIy-Q2o,Hasselblad,L1D-20c,100,10.3,3.2,1/640,1
7ZTx1iA7a7Q,SONY,ILCE-7RM2,64,50,16,2.5,1
FXbgSd7xhrY,NIKON CORPORATION,NIKON D610,2000,20,1.6,20,0
1uVCTVSn-2o,Canon,Canon EOS 60D,100,105,18,1/200,1
aPJif68ghkg,Apple,iPhone XS,64,4.2,1.8,1/120,0
S_elJCwbLYs,SONY,ILCE-7,125,70,11,1/80,1
nb0Ka-YqkE4,Canon,Canon EOS 6D,100,100,13,5,1
pMp2mrNFWn8,Canon,Canon EOS 5D Mark II,1250,16,2.8,10,1
eDfb2vObvvs,,,,,,,1
kCmdtrHx9Vc,Canon,Canon EOS R,100,29,9,30,1
6lCZ_V9Dlgo,Canon,Canon EOS 6D,1000,105,4,1/320,0
ppDohWxalx0,Canon,Canon EOS 80D,2000,24,10,1/40,0
xvwZJNaiRNo,FujiFilm,X-T3,320,90,2,1/600,0
uArsojHSNFc,Panasonic,DC-GH5,200,60,1.4,1/30,0
Nzzk-pOcqvA,SONY,ILCE-7M2,100,28,9,1/80,0
FonWAEN-H-U,FUJIFILM,X-T3,320,16,2.8,1/1000,0
BsM0EM48JB4,Canon,Canon EOS DIGITAL REBEL XS,200,55,14,1/400,1
7CbXiA8kKOY,NIKON CORPORATION,NIKON D700,320,35,1.8,1/200,0
HFRjaVSSzYQ,SONY,ILCE-7M3,50,85,1.8,1/400,0
eBEMhgNEmGg,NIKON CORPORATION,NIKON D610,160,200,5.6,1/400,0
7Za7c7F-2eM,Canon,Canon EOS 5D Mark II,125,100,2.8,1/100,0
NK_tm8DIzvs,NIKON CORPORATION,NIKON D300S,200,55,7.1,1/320,0
9gx_Yy1Eqfg,Canon,Canon EOS 5DS,200,100,4.5,1/1000,0
7RjuH1Vk2Cg,SONY,ILCE-7M3,125,85,1.4,1/500,0
yhXzWu9ZMog,,,50,20,2.8,1/2000,1
yEaAz6RNjXg,DJI,FC2103,100,4.5,2.8,1/160,0
N7x_-WvJC9U,Canon,Canon EOS 6D,250,35,1.4,1/100,0
nYGMnyZHR2I,NIKON CORPORATION,NIKON D3200,400,55,5.6,1/100,0
PuEh_qN50Y4,SONY,ILCE-7RM3,160,50,5.6,1/1250,0
0S1Npjtequo,Canon,Canon EOS 5DS,200,100,4.5,1/5000,1
YM-jlUioGRc,ZWO,ASI294MC-Pro,,952,7.5,,1
L6W0IPXrbxA,NIKON CORPORATION,NIKON D750,160,35,2.2,1/800,1
1tq5ryTMT3Y,Canon,Canon EOS Rebel T6,100,77,5.6,1/250,0
oJe4q6L2_Hk,FUJIFILM,X-E2S,200,35,1,1/12000,1
NZkOikMx90w,DJI,FC220,140,4.7,2.2,1/25,0
ix4UhAtghqM,NIKON CORPORATION,NIKON D5200,100,35,2,1/640,1
IQXNLLHj2X4,SONY,SLT-A77V,200,,,1/800,1
-tCKq9OChR0,NIKON CORPORATION,NIKON D800,6400,14,2.8,20,1
BOwybt_4EbM,SONY,ILCE-7M3,400,144,2.8,1/3200,1
dAFk0IjztP0,SONY,ILCE-7RM3,200,85,2,1/1600,1
eDb3-1pRIGo,,,,,,,1
9VS5qoHUlsw,Canon,Canon EOS 6D Mark II,100,50,1.8,1/1000,1
JMbEJM1ROn0,NIKON CORPORATION,NIKON D750,80,24,4.8,30,0
2E-bjdW54xQ,SONY,ILCE-7M3,500,70,7.1,1/80,0
SOZWHqeXcPQ,Canon,Canon EOS 5D Mark III,400,50,2,1/400,0
oJDUFteat78,Panasonic,DC-GH5,400,49,3.2,1/50,1
O6vaYviRDoo,Hasselblad,L1D-20c,100,10.3,4,1/40,1
FFo23lzk2YA,SONY,ILCE-7RM3,200,24,16,24,0
EiPwgP9bmfI,NIKON CORPORATION,NIKON D7200,640,18,4.5,1/1600,0
pp_ZJG3S6Jk,SONY,ILCE-7RM2,100,55,1.8,1/1000,1
M7ZOiyVbtlE,Canon,Canon EOS 6D,160,50,2.5,1/320,0
VnJPrX8cc8Q,,,,,,,1
n9nDQHBpqF8,NIKON CORPORATION,NIKON D750,2000,24,4,15,1
QYf38NQW_WY,Hasselblad,L1D-20c,1600,10.3,2.8,1/8,0
MdL25zW8tFA,Canon,Canon EOS 5D Mark III,100,85,1.4,1/4000,0
